vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_4021.vnnlib,47.18671696,timeout,109.2464912
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_9907.vnnlib,26.96575412,timeout,106.3446821
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_7308.vnnlib,26.75018806,timeout,105.6601982
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_3347.vnnlib,26.55816782,timeout,106.3024789
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_1159.vnnlib,26.61685042,timeout,105.6878775
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_7732.vnnlib,19.25698042,unsat,11.99713811
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_7047.vnnlib,18.04805963,unsat,10.79773389
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_9914.vnnlib,26.6206987,timeout,105.6585569
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_388.vnnlib,26.69654629,timeout,106.2409471
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_9371.vnnlib,27.0251338,timeout,106.636003
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_566.vnnlib,18.47942328,unsat,11.23706402
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_3727.vnnlib,18.03986387,unsat,10.82637127
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_8722.vnnlib,26.73271946,timeout,105.5121355
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_5954.vnnlib,26.71526735,timeout,105.6073743
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_6470.vnnlib,26.98996952,timeout,106.1339555
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_1190.vnnlib,21.2821293,unsat,14.00827144
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_7196.vnnlib,17.64700069,unsat,10.42656306
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_1436.vnnlib,26.80967166,timeout,105.9990022
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_1871.vnnlib,26.73558492,unsat,19.69795839
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_7328.vnnlib,26.60344944,timeout,106.0203729
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_1210.vnnlib,26.56741932,timeout,106.5695585
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_4671.vnnlib,26.84041053,timeout,105.4768516
vit,./benchmarks/vit/onnx/pgd_2_3_16.onnx,./benchmarks/vit/vnnlib/pgd_2_3_16_60.vnnlib,26.67806927,timeout,105.9314503
