onnx/NN_rul_full_window_20.onnx;vnnlib/robustness_16perturbations_delta20_epsilon10_w20.vnnlib;.003299902;unsat;5,561862981;unsat;1,2362
onnx/NN_rul_full_window_20.onnx;vnnlib/robustness_16perturbations_delta40_epsilon10_w20.vnnlib;.003756359;unsat;5,599357825;unsat;1,1764
onnx/NN_rul_full_window_20.onnx;vnnlib/monotonicity_CI_shift5_w20.vnnlib;.003372444;unsat;5,410198204;unsat;1,1043
onnx/NN_rul_full_window_20.onnx;vnnlib/monotonicity_CI_shift10_w20.vnnlib;.003207101;sat;8,168122323;sat;0,2326
onnx/NN_rul_full_window_20.onnx;vnnlib/monotonicity_CI_shift20_w20.vnnlib;.003206050;unsat;5,407953234;unsat;1,1685
onnx/NN_rul_full_window_20.onnx;vnnlib/if_then_7levels_w20.vnnlib;.003244282;sat;4,058746494;sat;0,2209
onnx/NN_rul_full_window_20.onnx;vnnlib/if_then_9levels_w20.vnnlib;.003189450;sat;4,049505778;sat;0,2233
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_2perturbations_delta5_epsilon10_w40.vnnlib;.003293862;unsat;5,606957362;unsat;2,7378
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_2perturbations_delta10_epsilon10_w40.vnnlib;.003268001;sat;4,060107410;sat;0,2398
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_2perturbations_delta20_epsilon10_w40.vnnlib;.003458294;unsat;5,429928822;unsat;2,6907
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_2perturbations_delta40_epsilon10_w40.vnnlib;.003322422;sat;4,075220757;sat;0,2579
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_4perturbations_delta5_epsilon10_w40.vnnlib;.003423424;unsat;5,578082715;unsat;2,7322
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_4perturbations_delta10_epsilon10_w40.vnnlib;.003237451;unsat;5,561427553;unsat;2,7451
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_4perturbations_delta20_epsilon10_w40.vnnlib;.003326222;unsat;5,616390518;unsat;2,714
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_4perturbations_delta40_epsilon10_w40.vnnlib;.003512265;sat;4,104927963;sat;0,2623
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_8perturbations_delta5_epsilon10_w40.vnnlib;.003257962;sat;4,085469527;sat;0,2428
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_8perturbations_delta10_epsilon10_w40.vnnlib;.003274562;unsat;5,479762569;unsat;2,7283
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_8perturbations_delta20_epsilon10_w40.vnnlib;.003411254;unsat;5,585293635;unsat;2,7134
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_8perturbations_delta40_epsilon10_w40.vnnlib;.003200603;sat;4,092420305;sat;0,2512
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_16perturbations_delta5_epsilon10_w40.vnnlib;.003280375;unsat;5,572992365;unsat;2,6573
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_16perturbations_delta10_epsilon10_w40.vnnlib;.003365316;unsat;5,603793005;unsat;2,7091
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_16perturbations_delta20_epsilon10_w40.vnnlib;.003304609;sat;4,060264572;sat;0,2559
onnx/NN_rul_full_window_40.onnx;vnnlib/robustness_16perturbations_delta40_epsilon10_w40.vnnlib;.003312989;sat;4,079152533;sat;0,2394
onnx/NN_rul_full_window_40.onnx;vnnlib/monotonicity_CI_shift5_w40.vnnlib;.003291468;unsat;5,567044870;unsat;2,7144
onnx/NN_rul_full_window_40.onnx;vnnlib/monotonicity_CI_shift10_w40.vnnlib;.003446354;unsat;5,599747591;unsat;2,7168
onnx/NN_rul_full_window_40.onnx;vnnlib/monotonicity_CI_shift20_w40.vnnlib;.003202010;unsat;5,590933710;unsat;2,7174
